leagueId,queueType,tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
c969d467-b255-4f78-98bc-ad5b948f32f2,RANKED_SOLO_5x5,PLATINUM,II,W79XqmCURZq_D6nQ1HVyDffLTor-f6KZkZa3rxPCK2v766RFrWQyn3J1RV_qTcmjU1CxDR1O8v6RhQ,11,4,4,False,False,False,False
6eb03935-1b6b-469f-a3ea-4def3ef664a8,RANKED_SOLO_5x5,PLATINUM,II,GDQvWKbC6t0mn8nLbkTaIKykmnO_yf_KMcp3aRBiZT7P3pvrYlpCtr523YEqxAfezZ7R1SAWom1rUA,34,47,55,False,False,False,False
8dc134f2-cbd4-4230-840b-00a4f8319c23,RANKED_SOLO_5x5,PLATINUM,II,T02aGG3gl5IdeopVnoe5prSJMUBZUWxqsNW_n-fy-Y6U-1Ojeojewwe3rOxBnrxoBKz5kyoUvLVW_A,71,2,6,False,False,False,False
73052eb7-9a70-46a6-b6cb-b94f5943b20b,RANKED_SOLO_5x5,PLATINUM,II,tEtJF8F85YxW0l5HNyqxW77Qa6JzLKZjQhnmqbwXNylZg6Iaow98St_3wZbO8vt-HOceXQNn8uW90w,53,170,153,False,False,True,False
a80193ef-11e1-41ec-ba39-7326a01e4035,RANKED_SOLO_5x5,PLATINUM,II,crJ8-6VfBuhBd5hyMZkCWBipT7sJS8e5cqtE-OLUQ0ZAgvaiWwhvFzJgWdzXiSFqFk0u6oIlKJDu3w,78,12,18,False,False,False,False
1cab81ac-c7ab-47c5-bd7e-be1e5a8c3202,RANKED_SOLO_5x5,PLATINUM,II,MR99jZUieG02XsURh_ZPlPmCUS2NSdV_d64YOnlu1v7KNT1TnoVi7H3tal-kF0lvjiWFxv6pu7Sgiw,99,29,18,False,False,False,False
2bf3fae7-7706-41c3-8726-1a2ee699f82f,RANKED_SOLO_5x5,PLATINUM,II,7v5oknzAWKlFLRzBbsbubsR0Ek3LLBjBL6f8tQBOtLWLGhiWN5ZRYm2sDeaxaZcxXirhOVTichmtrg,32,86,68,False,False,False,False
db6cb465-b5d9-4a9f-b7e4-85671f574d1d,RANKED_SOLO_5x5,PLATINUM,II,mRng67CNDy-TtdfYlq5fPOObF06z9BMDhTC6BYQRuruW-W-_WJetqdu3WzttJDbDfps0FrEwvtMwTg,29,39,37,False,False,False,False
eaacfc4a-e5b6-4d72-9591-f1ea96b6bd6b,RANKED_SOLO_5x5,PLATINUM,II,fZK_5JXAZX1UynCuWv1QBftc_trato3RtFqFOHRcSaX3EHbPgnBf2wO1tV0U_oyAq_hE_mDpkVO9Fg,12,51,40,False,False,False,True
94817810-1eaf-4280-92f8-347f1106a96f,RANKED_SOLO_5x5,PLATINUM,II,1LcrvxccLaNqPDz_fAoWnyj5172qBUKjQkHkWX6A3OGT-0gm6WfpaKuRuNhGZj3l3OMUa-_p53vGBw,53,251,263,False,False,False,False
3b26ab8b-6ca0-441c-9869-a0ae84976632,RANKED_SOLO_5x5,PLATINUM,II,ZAeTce-VfQHlRLNlDKNHvYbU4kStM6TRg483PAk1Ez0aQLNctcC76NvRw0WErdPswUYAqC5gmwhp6g,92,5,7,False,False,False,False
7c440a21-98e3-4005-95b4-2e0085a440be,RANKED_SOLO_5x5,PLATINUM,II,VzvGRbXGC0iAreTCpKPC44cRPgvFsu0RJioNmIHs6rHRSmWQCartKsS-KDNoCDALlxSNtS9sKwzsWw,65,119,99,False,False,False,False
f2bcbfcd-ebd3-4fce-a05c-6e038e5b5a25,RANKED_SOLO_5x5,PLATINUM,II,7lHT7VUGUOsuqQrNghlRE8O3kFvotzk3nONij82B709-TRckICAAb7UApLSm7i8jKevdcJEanhhhLQ,15,110,74,False,False,False,False
31c20666-5dff-4a26-b4a6-d17944cf1767,RANKED_SOLO_5x5,PLATINUM,II,4olZP83Tyhtz_OlFjCnRI-nL8OSLi1dTUpPqh2GRyw3tQHOQMRdiqXR3eizCiCiqErnFV31QuypCNg,53,5,4,False,False,False,False
1f57151f-68a1-4c05-94bc-b6368105457e,RANKED_SOLO_5x5,PLATINUM,II,qaYmIOKS9yPizHDy6owVmDE2oD6CqdJH_k9kKx0VPakHz2TjIa_8GT5jGyXMQb3E95GSpBJYv2aWqg,25,50,49,False,False,False,False
ce815447-676e-4342-b3bd-2402544e3e42,RANKED_SOLO_5x5,PLATINUM,II,ProCkftMg-ZdzIvdL2LE1A5_PQw7YvTQQmEgX8JEEOK-htcQb_LT1IfxIxbDnw52btJBXPuvLnrAyA,8,135,133,False,False,False,True
46b55365-732f-4fda-851a-c4fa9248c7ca,RANKED_SOLO_5x5,PLATINUM,II,IEEve8aRVIY8xlo5mxefucCUtfpyoPX8__iyLT02j5svCVscYPPYsFcnANWGyf3Y1PgQIcsAfNBbJA,40,15,9,False,False,False,False
b6a6803a-a96d-4269-a933-d402121f9d30,RANKED_SOLO_5x5,PLATINUM,II,c3zLkV-9ahjYY2hURDcJkxnfXHiSBbK77pM2lzY6XH0mxd6RZgQ7RK5xdstxA7kGvC7Izjlc9IFq4A,80,62,59,False,False,False,False
856f839b-330a-4dad-81c3-d02fa2104295,RANKED_SOLO_5x5,PLATINUM,II,uZFqv_iMefxvzPfED8x3NqSFhs6w1rM9cLZL0qbPolNNVRUqA1H1TIU_gqj01omd2LecYNQVIxzzSA,97,39,44,False,False,False,True
d4c612dc-7b2c-471b-a4ab-3184d304773d,RANKED_SOLO_5x5,PLATINUM,II,Uc2yLDwz4avJyj8cHU8NdNDoqksyGjsqThLIoxtHAQ9WZbuSy0OcMzyfda3pONprKiRZ72hF49VHDw,1,7,6,False,False,False,False
f580cb48-ba9d-424d-b778-8afe0d6cb9a2,RANKED_SOLO_5x5,PLATINUM,II,gg7gnjCZKWrPsyq7f6tc_grulcrgshR--r2gxfB3KmRy-n8iUKT9CZPY7an0eTZn4WEb5wUgxqD_0g,65,60,55,False,False,False,False
5fded4ee-f7b0-4532-9ab2-3fc20cb860ed,RANKED_SOLO_5x5,PLATINUM,II,aMUHPrCrqS0PFoWeUA1w-8l71PzwDyDTAPPR4lGMa3ET_Ov_WkZFH3tsGnGRs81LunyoJGFisjQAuQ,92,33,35,False,False,False,False
